#自治体コード表（2007年7月時点）＋07年04年参院選データシート＋07年都道府県議選の投票有無
#有＝有権者数、投＝投票者数、率＝投票率、差＝07年の投票率－04年の投票率、県無投＝無投票のときTRUE
コード,都道府県,自治体1,自治体2,市区町村,参有男07,参有女07,参有計07,参投男07,参投女07,参投計07,参率男07,参率女07,参率計07,参率男04,参率女04,参率計04,参差男07,参差女07,参差計07,県無投07
47340,沖縄県,島尻郡,,島尻郡,,,,,,,,,,,,,,,,
47348,沖縄県,島尻郡,与那原町,島尻郡与那原町,,,,,,,,,,,,,,,,
47350,沖縄県,島尻郡,南風原町,島尻郡南風原町,,,,,,,,,,,,,,,,
47353,沖縄県,島尻郡,渡嘉敷村,島尻郡渡嘉敷村,,,,,,,,,,,,,,,,
47354,沖縄県,島尻郡,座間味村,島尻郡座間味村,,,,,,,,,,,,,,,,
47355,沖縄県,島尻郡,粟国村,島尻郡粟国村,,,,,,,,,,,,,,,,
47356,沖縄県,島尻郡,渡名喜村,島尻郡渡名喜村,,,,,,,,,,,,,,,,
47357,沖縄県,島尻郡,南大東村,島尻郡南大東村,,,,,,,,,,,,,,,,
47358,沖縄県,島尻郡,北大東村,島尻郡北大東村,,,,,,,,,,,,,,,,
47359,沖縄県,島尻郡,伊平屋村,島尻郡伊平屋村,,,,,,,,,,,,,,,,
47360,沖縄県,島尻郡,伊是名村,島尻郡伊是名村,,,,,,,,,,,,,,,,
47361,沖縄県,島尻郡,久米島町,島尻郡久米島町,,,,,,,,,,,,,,,,
47362,沖縄県,島尻郡,八重瀬町,島尻郡八重瀬町,,,,,,,,,,,,,,,,
47370,沖縄県,宮古郡,,宮古郡,,,,,,,,,,,,,,,,
47375,沖縄県,宮古郡,多良間村,宮古郡多良間村,,,,,,,,,,,,,,,,
47380,沖縄県,八重山郡,,八重山郡,,,,,,,,,,,,,,,,
47381,沖縄県,八重山郡,竹富町,八重山郡竹富町,,,,,,,,,,,,,,,,
47382,沖縄県,八重山郡,与那国町,八重山郡与那国町,,,,,,,,,,,,,,,,
